author,amount,content,likes,authorProfilePicture
"@Spaggeti3000","$9,99","That worm is on top","1,1 K","https://yt3.ggpht.com/D4sUJfHJoFISjqfeXHRQgWphHa1WnqVOPElMtIriYztlDAtoAQw4KrVa_ZXNSobflYN--8qYSQ=s88-c-k-c0x00ffffff-no-rj"
"@Blinkxly1987","MX$50,00","Bro might be markiplier","2,5 K","null"
"@KillerDoggo","EGP 20,00","Thanks","609","null"
"@tolnaimagdolna6268","HUF 400","Worm","421","null"
"@RoyEA24","ZAR 14,00","Thanks!","358","null"
"@Bartuhan","€2,49","Danke!","408","null"
"@MikeBest-uo7yn","$9,99","i think he’s just a chill guy lol","473","https://yt3.ggpht.com/ytc/AIdro_k18TQOefWzLa5SvdJmEE0dDZLfk4am4CaTqv-UUpCP4ll3lucs6Ttsxlbnh6UOy4Y8dw=s88-c-k-c0x00ffffff-no-rj"
"@Albert12798u","₹40,00","srry after i donated you if it looked like I was tea bagging i was trying to donate ","357","https://yt3.ggpht.com/zv_YAdEDf2L46shwydO8PquD3T2u2P7Xb1vD7sISVfM5nzogC81Pz0OVF20ZsadTHl3bblGfZA=s88-c-k-c0x00ffffff-no-rj"
"@tolnaimagdolna6268","HUF 400","Im here bro as i said LOL  @zdak be sigma ","19","null"
"@SamuelGordon-z7z","$14,99","bro said ‘f you too","376","null"
"@Xeno-Mann","$1,99","Justice for Xavier","24","null"
"@MikeBest-uo7yn","$1,99","nahh that’s wild this man has NO rizz (btw if that’s a screenshot of ur screen i’m sorry","25","null"
"@Chukels_joke","$1,99","Thanks!","2","null"
"@capytongoof","$2,00","How down bad do you have to be ","3","null"
"@tolnaimagdolna6268","HUF 400","Bruh poly ai ️️","2","null"
"@MikeBest-uo7yn","$1,99","wait till he finds out his best friend eats bugs (his reaction: 🫙","11 K","https://yt3.ggpht.com/ytc/AIdro_k18TQOefWzLa5SvdJmEE0dDZLfk4am4CaTqv-UUpCP4ll3lucs6Ttsxlbnh6UOy4Y8dw=s88-c-k-c0x00ffffff-no-rj"
"@LuLu_Lemnz","AU$2,00","You just saved me from falling in a dark pit of depression","4,1 K","null"
"@Ionsew","SAR 10,00","nah","490","https://yt3.ggpht.com/Ji8TaP7VOKHZrKEdTlfm0PpZ6gjBQO3VLb0mVywAff4b5A6F5j9hYvM0eRxGUUkcBl2bx0CLaBQ=s88-c-k-c0x00ffffff-no-rj"
"@Blinkxly1987","MX$50,00","I'm baffled and flabbergadtef after this","341","null"
"@moonlight-shooting-star","$19,99","You better do a good job pal. It’s pretty tiny.","645","https://yt3.ggpht.com/jRnGsOhdQtCFE5okvpcB4x_HofsP537lwRyyUMhxRXdIYlwtaMm9HruU2frMk8_K-pJ4x2pFAw=s88-c-k-c0x00ffffff-no-rj"
"@BChungusOFF","$1,99","Prepayment, now get on your knees and make it worth 1$","84","null"
"@dedgamerz2058","₹40,00","SORRY BUT I ONLY GOT THIS ","650","null"
"@TpsAlisson","£5,00","My balls just fell off and i dont know what to do ","4 K","https://yt3.ggpht.com/UPoosVJ5GtJvXbfbw01_4vcP4Z4WZo2pQUp_NAh490PkzanLOCF_OYsZwlMOJsIcOIOkVw9TEYY=s88-c-k-c0x00ffffff-no-rj"
"@ZeusUltimaGodzzz-jx5mz","IDR 20.000,00","Tes?","2,7 K","null"
"@NotVuxi","R$2,00","","510","null"
"@Blinkxly1987","MX$50,00","Marroon 5 dance on this video: POSITIVE ️","3,5 K","https://yt3.ggpht.com/D6VU0L2HXA32biG_clnJ9_FjKd1Qy6XtX6ExyVw3DzpldbtW_ou-8PQLZYBVB4JLc-k8AGchqw=s88-c-k-c0x00ffffff-no-rj"
"@tushar5228","₹40,00","Thanks!","316","null"
"@Lafritewot","€10,00","Merci !","257","https://yt3.ggpht.com/QadKRsoykMBnTrxc1qWrX0gEaB9oImuEo3qA3dTkjthRvUAb91saoKTDHSaqCIhY_sWQaACp=s88-c-k-c0x00ffffff-no-rj"
"@GabeTheW","$2,00","GUESS WHOS BACK BOYS!  Spam zdak in this comments replies bro deserves it  Once was the goat, always the Goat -Zdak","474","null"
"@Blinkxly1987","MX$50,00","This man is smart, he just doesnt know it yet","1,7 K","https://yt3.ggpht.com/D6VU0L2HXA32biG_clnJ9_FjKd1Qy6XtX6ExyVw3DzpldbtW_ou-8PQLZYBVB4JLc-k8AGchqw=s88-c-k-c0x00ffffff-no-rj"
"@c00lkid-1-1","$2,00","I mean it did say that ","287","null"
"@Sshorts4u-4u","₹40,00","Albert is the saviour𒅌","2,1 K","https://yt3.ggpht.com/ytc/AIdro_lA7jr0LZvBQFLmBc7jijnVjyoazsJEdCveoYk4bFvSLqy3mJRIVzhAwp7IKIkTOUTl9A=s88-c-k-c0x00ffffff-no-rj"
"@Blinkxly1987","MX$50,00","Taste's cOKe ","437","https://yt3.ggpht.com/D6VU0L2HXA32biG_clnJ9_FjKd1Qy6XtX6ExyVw3DzpldbtW_ou-8PQLZYBVB4JLc-k8AGchqw=s88-c-k-c0x00ffffff-no-rj"
"@Thejavoosewi","£2,00","Cold","89","null"
"@Cat_Two13","£1,99","Bro why is no one talking about how he put 3:99 am   GUYS STOP BLOWING UP MY PHONE IK IM PINNED BUT STOP ","2,2 K","https://yt3.ggpht.com/OYi86m0VYXxDTDPqF4-5oPSTPYTvwKqjlFDWSaCRN0rOIQAEybGFOrN0cUR6oHKoKPozCzU7Zw=s88-c-k-c0x00ffffff-no-rj"
"@Blinkxly1987","MX$50,00","Bro tiger casually just farted fire ","1,4 K","null"
"@AbdulKothdiwala23","CA$2,79","Every time I watch your videos when I’m down it always puts a smile on my face️️️","345","null"
"@dawnjohnson5243","$20,00","Yeah im scared of that fence","3,3 K","https://yt3.ggpht.com/ytc/AIdro_kP-B5CMQnuTkG7YTrqJCpTWatWqqxpxlXum8k0Tz4fecI=s88-c-k-c0x00ffffff-no-rj"
"@Goatedits-t6k","ZAR 14,00","Thanks!","142","null"
"@noahmccall","$2,00","You mean you where the one that day you sat on the fence","2,1 K","null"
"@Heymaddox12","$5,00","Bro what did trooper do??? Did he put a bomb threat in the school???","1,1 K","https://yt3.ggpht.com/vnJfEdX14YQexGm5yiEQDU22tXCtm2ORJ0bzewpgjM8wt7Fkxm3UmegP_CCdBwH3C7hCi3itRCY=s88-c-k-c0x00ffffff-no-rj"
"@Retroisbackkkkk","$2,00","How bad did trooper do ","8,7 K","null"
"@yGabril","R$2,00","connor: IM STILL STANDING!!! trooper: well i wont be standing soon","4,1 K","null"
"@KekelIGuess","$1,99","Connor gonna take all them slices","444","null"
"@MultiWasHere","$1,99","Free my homie trooper","2,3 K","null"
"@ธนัทท์ทิพย์มณีวงศ์","฿40,00","Bro after realizing","956","null"
"@Voqf","$1,99","Rip trooper","1,6 K","null"
"@Gandalfvaa","CZK 20,00","No no no no ! Wait wait wait i will study!","617","null"
"@Demetriusdemarcusjacksonjr","$1,99","Connor: ️","517","null"
"@UNKNPABHBBNS","€5,00","Ich liebe dich.","1,5 K","https://yt3.ggpht.com/ytc/AIdro_mfq1uCDvvFFEGLGYo0Q6uV7rRKFEOK5bBAx7NJj3L1NfEeE0Iqz7nb1QWJ6rJqLRY-eg=s88-c-k-c0x00ffffff-no-rj"
"@Retroisbackkkkk","$2,00","Why is there a donation on almost every one of your shorts i dont understand","904","null"
"@Shotpop13","CA$2,00","The YouTuber ","79","null"
"@Blinkxly1987","MX$50,00","Jake Paul: *sees a coffin of a dead grandpas Jake: lets fight!!!","21 K","https://yt3.ggpht.com/D6VU0L2HXA32biG_clnJ9_FjKd1Qy6XtX6ExyVw3DzpldbtW_ou-8PQLZYBVB4JLc-k8AGchqw=s88-c-k-c0x00ffffff-no-rj"
"@Jezekcz8417","CZK 20,00","He will cook him (109 year old)","1,8 K","null"
"@fullblown_01","NGN 400,00","","458","null"
"@australiaball-q8z","AU$7,99","Neither chain Edit: guys you’re blowing up my notifications thanks","10 K","https://yt3.ggpht.com/vNiErx7KNUphSkFMZ_6-d2wgGrzuaATbtIgVf79ML5LaVKyyJomiol1iebJGclZ0dj4d55IcjQ=s88-c-k-c0x00ffffff-no-rj"
"@BOSSK-G-n1t","ZAR 14,00","What is a microphone   True","165","null"
"@yGabril","R$2,00","i would go for "Save", keep up this good content ","1,5 K","null"
"@Itsnotmeee1","₺20,00","What is infact a microphone","566","null"
"@zakirsiddiqui-oo4ur","₹40,00","GUESS WHAT I AM BACK , WHEN. NO ONE NEEDS ME ","367","null"
"@estebansolorzano763","$2,00","ß","122","null"
"@estebansolorzano763","$100,00","Infinite money glitch  ","100 K","https://yt3.ggpht.com/ytc/AIdro_mVC3nfRuWM3ndPtXOS39dUnK6Fqfiy8FOSoAKGE04ltBY=s88-c-k-c0x00ffffff-no-rj"
"@Bartuhan","€2,49","Danke!","18 K","null"
"@lionelpichipil6283","ARS 100,00","bro is a massive businessman ️ daaamn 1.7K likes tysm ","7,6 K","null"
"@FirstBrown639-j4p","R$5,00","Scam Bro I'm a Money (Thanks!)","7,9 K","null"
"@eraise-id","IDR 20.000,00","I'll buy that pillow cover only with this Indonesian Rupiah (Rp) and will reselling at the same price in Poland ","3 K","null"
"@AllisonJusto","$1,99","Thanks!","1,2 K","null"
"@RachmatFebriansah","IDR 20.000,00","Terima kasih.","2,7 K","null"
"@Annas_fun","ZAR 39,99","Thanks","2,1 K","https://yt3.ggpht.com/xEeJWSmhd6Dxj1tmML2urUu2CO4SazF2hAdmFc0blQrEGVHnrsXYCrMyN92Bm9ndS_jmAJRbdg=s88-c-k-c0x00ffffff-no-rj"
"@Six喵的爸爸","NT$30,00","我是台灣之光","861","null"
"@Nickzado","R$2,00","La ele","2,1 K","null"
"@KarimValenz","MX$100,00","¡Gracias!","474","null"
"@Prabhu_gymrat_official","₹40,00","🇮🇳 ???","871","null"
"@Blinkxly1987","MX$50,00","¡Gyattvirus spreading its time for another lockdown !","2,1 K","https://yt3.ggpht.com/D6VU0L2HXA32biG_clnJ9_FjKd1Qy6XtX6ExyVw3DzpldbtW_ou-8PQLZYBVB4JLc-k8AGchqw=s88-c-k-c0x00ffffff-no-rj"
"@Albert12798u","₹200,00","My friend lost gyat as everyone is not believing that the earth is flat. This Thanks is to increase the flat level to 100 (maybe dis  is my last donation as I am always a two step ahead) ","804","null"
"@Blinkxly1987","MX$50,00","The Big brain is unmatched","1,6 K","https://yt3.ggpht.com/D6VU0L2HXA32biG_clnJ9_FjKd1Qy6XtX6ExyVw3DzpldbtW_ou-8PQLZYBVB4JLc-k8AGchqw=s88-c-k-c0x00ffffff-no-rj"
"@Albert12798u","₹100,00","Hello, Albert got a lil gift for ya ","761","null"
"@AbdulHamid-cc6mp","$9,99","I’m albert","1,4 K","https://yt3.ggpht.com/ytc/AIdro_n0P3r2dt_xOW7IMpld2RrxGBWw0u14CCrewTD_k6rGgh-rAJJjEjQc9tcAQhDqX28vZA=s88-c-k-c0x00ffffff-no-rj"
"@RanZorak","€2,00",""Albert, how do i donate?"  "donate"","1,4 K","https://yt3.ggpht.com/6DN7fDuDEbv90hhHJIq5lK6HLSRX4xPEmMoi2KkSwaRWXiaVmwDWGVUum2HfTXeeCamVJ44FXw=s88-c-k-c0x00ffffff-no-rj"
"@zakirsiddiqui-oo4ur","₹200,00","Hey, what's the difference between "Zdak" and "Kadz" ??","402","null"
"@Blinkxly1987","MX$50,00","How to get free money? Donat","385","null"
"@I_Main_Yone","$2,00","Genius","149","null"
"@ilikedirtbikes93","$9,99","if you don't reply and like your gay (2nd dono)","908","null"
"@Gecko28.","$2,00","I'm back but still broke ","864","null"
"@Gecko28.","$5,00","Nah pinned me","64","null"
"@GabeTheW","$5,00","ZDAK IS GOATED!  Really bro your my favorite youtuber. You make funny content that me and others enjoy. I appreciate all the hard work you put into these shorts Ty for all of it. Its my turn to pay it back to you :)  This 5$ is for you zdak :)","1,5 K","https://yt3.ggpht.com/HwFl0yI4izpOkshZ-69eCuU2j-b5gt63corcdNnzDZQFZcBHBXETA0qKMNnhjXENnRLQ5U7C=s88-c-k-c0x00ffffff-no-rj"
"@Blinkxly1987","MX$50,00","????","225","null"
"@ArkansasMilitaryLover-z9f","$9,99","she sadly will never know the true love with the homies️","930","https://yt3.ggpht.com/lq1q3S2W-FyauLs6vG1QYpYDUOJJhPxZqQ8_9TfCWTWDxz1KlKGrZeo8J7cuCHeS06YyBp_g=s88-c-k-c0x00ffffff-no-rj"
"@FirstBrown639-j4p","R$2,00","Why didn't he was say "hi baby" ","204","null"
"@AbdulHamid-cc6mp","$9,99","That’s me right now","566","https://yt3.ggpht.com/ytc/AIdro_n0P3r2dt_xOW7IMpld2RrxGBWw0u14CCrewTD_k6rGgh-rAJJjEjQc9tcAQhDqX28vZA=s88-c-k-c0x00ffffff-no-rj"
"@ArkansasMilitaryLover-z9f","$4,99","dwarf hate is deep, this needs to be taken seriously","291","null"
"@GoD..986","$24,99","you know gotta have the biggest dono and could i get a sup??","5,6 K","https://yt3.ggpht.com/ljFkPDMq_jbKpgUxrqZKtyZNi6Z_IjqYsMubnRM-nCvrS-9ShvZhmbPI0i9a3RMw3mdkzdeKIg=s88-c-k-c0x00ffffff-no-rj"
"@GoD..986","$14,99","i wanna say i’m bored again lol but thx for the content lol","8,5 K","null"
"@Amarahmes124","$15,00","Yo I just spent all my money on this ._. Hope ur happy ._.","3,4 K","null"
"@GoD..986","$4,99","im bored here’s a bigger dono","3 K","null"
"@FMF-COLLET1","£1,99","love your vids bro  keep it up and you might be on tv one time  ","358","null"
"@gennosboss00","$2,00","You are the best never give up ","1,7 K","null"
"@Hullgoals","MYR 6,00","You are awesome and funny!","782","null"
"@ArturoMonjaras-e2x","$1,99","Nice video!","37","null"
"@Eshapesha10","$10,00","Thanks! im js bored♡","1 K","null"
"@WilsonSky-s5n","IDR 20.000,00","Terima kasih.","553","https://yt3.ggpht.com/ytc/AIdro_mmWqNlRovwqpf2lwC7k39Fhl-XnIR63a84OGb4ESNgYjDxxzlYtcfkS-pp0M9Bp5IfkA=s88-c-k-c0x00ffffff-no-rj"
"@tatjanamikulic-hu2pp","€5,00","Hvala!","971","null"
"@LxccaDaGoat","$2,00","First one to reply on this comment is gau","1,1 K","null"
"@Amarahmes124","$2,00","Thanks!","273","null"
"@GoD..986","$9,99","@Kellan03 what abt the triple","582","null"
"@PandyVisor","CA$2,79","Bet the buyers will get busy ","1 K","null"
"@Thegreathappymonkey","$4,99","SAY HI ","685","null"
